"PROD_EST","COBERTURA","ANIO","ID_MES","MARCA","MODELO","TIPO","SEGMENTO","ORIGEN","ID_PAIS_ORIGEN","UNI_VEH"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Audi","Q7-","Camiones ligeros","SUV's","IMPORTADO",62,12
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Audi","Q8","Camiones ligeros","SUV's","IMPORTADO",4,12
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Audi","R8","Automóviles","De Lujo","IMPORTADO",4,2
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Audi","TT Coupe","Automóviles","De Lujo","IMPORTADO",94,6
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Bentley","Bentayga","Automóviles","De Lujo","IMPORTADO",181,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Bentley","Continental","Automóviles","De Lujo","IMPORTADO",181,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","iX","Camiones ligeros","SUV's","IMPORTADO",4,17
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","iX3","Camiones ligeros","SUV's","IMPORTADO",43,8
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","Serie 1 Hatch","Automóviles","De Lujo","IMPORTADO",4,14
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","Serie 2","Automóviles","De Lujo","IMPORTADO",4,66
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","Serie 3","Automóviles","De Lujo","IMPORTADO",4,7
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","Serie 3-","Automóviles","De Lujo","NACIONAL",1,69
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","Serie 4","Automóviles","De Lujo","IMPORTADO",4,46
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","Serie 5","Automóviles","De Lujo","IMPORTADO",4,10
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","Serie 7","Automóviles","De Lujo","IMPORTADO",4,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","Serie 8","Automóviles","De Lujo","IMPORTADO",4,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","X1","Camiones ligeros","SUV's","IMPORTADO",4,146
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","X2","Camiones ligeros","SUV's","IMPORTADO",4,37
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","X3","Camiones ligeros","SUV's","IMPORTADO",66,258
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","X4","Camiones ligeros","SUV's","IMPORTADO",66,112
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","X5","Camiones ligeros","SUV's","IMPORTADO",66,157
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","X6","Camiones ligeros","SUV's","IMPORTADO",66,38
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","X7","Camiones ligeros","SUV's","IMPORTADO",66,12
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","BMW","Z4-","Automóviles","De Lujo","IMPORTADO",4,11
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","Attitude","Automóviles","Subcompactos","IMPORTADO",214,8
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","Challenger","Automóviles","Deportivos","IMPORTADO",40,10
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","Charger","Automóviles","De Lujo","IMPORTADO",40,11
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","Chrysler Pacifica","Camiones ligeros","Minivans","IMPORTADO",40,23
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","Crew Cab-","Camiones ligeros","Pick Ups","NACIONAL",1,507
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","Durango","Camiones ligeros","SUV's","IMPORTADO",66,10
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","Grand Cherokee","Camiones ligeros","SUV's","IMPORTADO",66,57
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's","NACIONAL",1,48
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","Journey","Camiones ligeros","SUV's","IMPORTADO",43,219
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","JT ","Camiones ligeros","Pick Ups","IMPORTADO",66,40
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","Promaster","Camiones ligeros","SUV's","NACIONAL",1,4
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","Promaster Rapid","Camiones ligeros","Pick Ups","IMPORTADO",31,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups","NACIONAL",1,4
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","RAM 4000","Camiones ligeros","Pick Ups","NACIONAL",1,230
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","RAM 700","Camiones ligeros","Pick Ups","IMPORTADO",31,71
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","Renegade","Camiones ligeros","SUV's","IMPORTADO",31,241
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","Wagoneer","Camiones ligeros","SUV's","IMPORTADO",66,18
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Chrysler","Wrangler","Camiones ligeros","SUV's","IMPORTADO",66,260
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Fiat","Argo","Automóviles","Subcompactos","IMPORTADO",31,210
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Fiat","Ducato","Camiones ligeros","Pick Ups","IMPORTADO",124,4
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Fiat","Mobi","Automóviles","Subcompactos","IMPORTADO",31,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Bronco","Camiones ligeros","SUV's","IMPORTADO",66,218
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Bronco Sport","Camiones ligeros","SUV's","NACIONAL",1,263
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Ecosport","Camiones ligeros","SUV's","IMPORTADO",31,142
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Edge","Camiones ligeros","SUV's","IMPORTADO",40,20
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Escape HEV","Camiones ligeros","SUV's","IMPORTADO",66,112
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Expedition","Camiones ligeros","Minivans","IMPORTADO",66,52
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Explorer","Camiones ligeros","SUV's","IMPORTADO",66,89
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","F 250 Super Duty","Camiones ligeros","Pick Ups","IMPORTADO",66,38
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Figo Sedan","Automóviles","Subcompactos","IMPORTADO",95,650
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Ford GT","Automóviles","Deportivos","IMPORTADO",40,21
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","F-350","Camiones ligeros","Pick Ups","IMPORTADO",66,126
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","F-450","Camiones ligeros","Pick Ups","IMPORTADO",66,44
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","F-550","Camiones ligeros","Pick Ups","IMPORTADO",66,53
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Lobo Crew Cab","Camiones ligeros","Pick Ups","IMPORTADO",66,290
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Maverick","Camiones ligeros","Pick Ups","NACIONAL",1,342
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Mustang","Automóviles","Deportivos","IMPORTADO",66,41
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","New F150 / F-150","Camiones ligeros","Pick Ups","IMPORTADO",66,81
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Ranger Crew Cab","Camiones ligeros","Pick Ups","IMPORTADO",12,372
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Transit","Camiones ligeros","SUV's","IMPORTADO",181,212
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","Ford Motor","Transit Courier","Camiones ligeros","Pick Ups","IMPORTADO",227,157
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Acadia","Camiones ligeros","SUV's","IMPORTADO",66,24
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Ats 4p","Automóviles","De Lujo","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Avalanche UUV","Camiones ligeros","Pick Ups","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Aveo","Automóviles","Subcompactos","IMPORTADO",43,3406
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Aveo-","Automóviles","Subcompactos","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Beat","Automóviles","Subcompactos","IMPORTADO",95,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Beat 4 PTAS.","Automóviles","Subcompactos","IMPORTADO",95,2
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Blazer","Camiones ligeros","SUV's","NACIONAL",1,75
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Bolt","Automóviles","Subcompactos","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Camaro","Automóviles","Deportivos","IMPORTADO",66,5
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Camaro Convertible","Automóviles","De Lujo","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Captiva Sport","Camiones ligeros","SUV's","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Captiva SUV","Camiones ligeros","SUV's","IMPORTADO",43,932
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Cavalier 4 Ptas","Automóviles","Compactos","IMPORTADO",43,645
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Chevrolet Express Cargo Van","Camiones ligeros","Minivans","IMPORTADO",66,2
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Chevrolet Express Cutaway","Camiones ligeros","Minivans","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Chevrolet Express Passenger Van","Camiones ligeros","Minivans","IMPORTADO",66,8
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Chevy 3 Ptas","Automóviles","Subcompactos","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Chevy 4 PTAS","Automóviles","Subcompactos","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Cheyenne  Doble Cabina","Camiones ligeros","Pick Ups","NACIONAL",1,359
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Cheyenne Cabina Regular","Camiones ligeros","Pick Ups","NACIONAL",1,111
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Cheyenne Doble Cabina","Camiones ligeros","Pick Ups","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Colorado Doble Cabina","Camiones ligeros","Pick Ups","IMPORTADO",66,200
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Corvette","Automóviles","Deportivos","IMPORTADO",66,9
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Corvette 2  Pts. Convertible","Automóviles","De Lujo","IMPORTADO",66,4
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Cruze 4 PTAS-","Automóviles","Compactos","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Cruze 4 Ptas","Automóviles","Compactos","IMPORTADO",48,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Cruze 5 Ptas","Automóviles","Compactos","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Cts 2 Ptas","Automóviles","De Lujo","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Cts 4 Ptas","Automóviles","De Lujo","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Enclave","Camiones ligeros","SUV's","IMPORTADO",66,41
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Encore","Camiones ligeros","SUV's","IMPORTADO",48,31
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Envision SUV","Camiones ligeros","SUV's","IMPORTADO",43,12
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Epica","Automóviles","Compactos","IMPORTADO",48,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Equinox SUV-","Camiones ligeros","SUV's","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Equinox Suv","Camiones ligeros","SUV's","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Escalade ESV SUV AWD","Camiones ligeros","Minivans","IMPORTADO",66,55
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Escalade ESV SUV AWD","Camiones ligeros","Minivans","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Escalade EXT UUV 4X4","Camiones ligeros","Minivans","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Escalade Suv","Camiones ligeros","Minivans","IMPORTADO",66,31
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","GMC Sierra Cabina Regular","Camiones ligeros","Pick Ups","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","GMC Sierra Doble Cabina","Camiones ligeros","Pick Ups","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Groove SUV","Camiones ligeros","SUV's","IMPORTADO",43,1202
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Kodiak Chassis Cab Class 7 PBV33,000","Camiones ligeros","Pick Ups","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Lacrosse","Automóviles","De Lujo","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Malibu 4 Ptas","Automóviles","Compactos","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Matiz 5 Ptas","Automóviles","Subcompactos","IMPORTADO",48,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Onix","Automóviles","Compactos","NACIONAL",1,1710
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Regal","Automóviles","De Lujo","IMPORTADO",40,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Sierra Cabina Regular","Camiones ligeros","Pick Ups","NACIONAL",1,82
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Sierra Doble Cabina","Camiones ligeros","Pick Ups","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Sierra Doble Cabina","Camiones ligeros","Pick Ups","NACIONAL",1,173
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Silverado Cabina Regular","Camiones ligeros","Pick Ups","NACIONAL",1,136
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Silverado Cabina Regular","Camiones ligeros","Pick Ups","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Silverado Doble Cabina","Camiones ligeros","Pick Ups","NACIONAL",1,296
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Silverado 1500 Cabina Regular","Camiones ligeros","Pick Ups","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Silverado 1500 Cabina Regular-","Camiones ligeros","Pick Ups","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Silverado 2500 Cabina Extendida","Camiones ligeros","Pick Ups","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Silverado 2500 Cabina Regular","Camiones ligeros","Pick Ups","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Silverado 2500 Cabina Regular-","Camiones ligeros","Pick Ups","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Silverado 2500 Doble Cabina-","Camiones ligeros","Pick Ups","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Silverado 3500 Chassis Cab","Camiones ligeros","Pick Ups","NACIONAL",1,57
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Silverado 3500 HD Chassis Cab Heavy Duty","Camiones ligeros","Pick Ups","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Sonic-","Automóviles","Subcompactos","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Sonic 5 PTS","Automóviles","Subcompactos","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Sonic 5 PTS-","Automóviles","Subcompactos","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Spark","Automóviles","Subcompactos","IMPORTADO",95,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Spark EV 5 Ptas.","Automóviles","Subcompactos","IMPORTADO",48,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","Spark NG","Automóviles","Subcompactos","IMPORTADO",48,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2022,"01","General Motors","SRX SUV-","Camiones ligeros","SUV's","NACIONAL",1,0
